country,index,time,count,total_encounter_duration
GLOBAL,36,1946-01-01 00:00:00+00:00,9,0 days 00:22:15
GLOBAL,37,1947-01-01 00:00:00+00:00,35,0 days 06:03:02
GLOBAL,38,1948-01-01 00:00:00+00:00,8,0 days 00:29:03
GLOBAL,39,1949-01-01 00:00:00+00:00,16,0 days 04:10:50
GLOBAL,40,1950-01-01 00:00:00+00:00,26,2 days 04:57:17.500000
GLOBAL,41,1951-01-01 00:00:00+00:00,20,0 days 07:32:25
GLOBAL,42,1952-01-01 00:00:00+00:00,47,1 days 02:43:34
GLOBAL,43,1953-01-01 00:00:00+00:00,33,0 days 08:08:49
GLOBAL,44,1954-01-01 00:00:00+00:00,53,0 days 06:29:07
GLOBAL,45,1955-01-01 00:00:00+00:00,32,0 days 12:14:00
GLOBAL,46,1956-01-01 00:00:00+00:00,44,0 days 08:18:59
GLOBAL,47,1957-01-01 00:00:00+00:00,70,0 days 16:43:18
GLOBAL,48,1958-01-01 00:00:00+00:00,46,14 days 19:53:52
GLOBAL,49,1959-01-01 00:00:00+00:00,47,0 days 14:18:08
GLOBAL,50,1960-01-01 00:00:00+00:00,65,0 days 18:54:54
GLOBAL,51,1961-01-01 00:00:00+00:00,47,4 days 20:40:35
GLOBAL,52,1962-01-01 00:00:00+00:00,72,0 days 13:41:57
GLOBAL,53,1963-01-01 00:00:00+00:00,85,5 days 17:03:24.500000
GLOBAL,54,1964-01-01 00:00:00+00:00,87,0 days 18:34:48.500000
GLOBAL,55,1965-01-01 00:00:00+00:00,181,80 days 10:36:23
GLOBAL,56,1966-01-01 00:00:00+00:00,183,48 days 16:05:22
GLOBAL,57,1967-01-01 00:00:00+00:00,179,32 days 17:38:33
GLOBAL,58,1968-01-01 00:00:00+00:00,206,21 days 12:23:28
GLOBAL,59,1969-01-01 00:00:00+00:00,147,296 days 20:27:48
GLOBAL,60,1970-01-01 00:00:00+00:00,139,30 days 17:48:16
GLOBAL,61,1971-01-01 00:00:00+00:00,119,1 days 03:42:25
GLOBAL,62,1972-01-01 00:00:00+00:00,153,5 days 03:41:03
GLOBAL,63,1973-01-01 00:00:00+00:00,220,5 days 04:12:58
GLOBAL,64,1974-01-01 00:00:00+00:00,260,3 days 08:43:46.010000
GLOBAL,65,1975-01-01 00:00:00+00:00,304,7 days 17:54:24
GLOBAL,66,1976-01-01 00:00:00+00:00,269,9 days 17:29:43
GLOBAL,67,1977-01-01 00:00:00+00:00,257,113 days 11:36:20
GLOBAL,68,1978-01-01 00:00:00+00:00,323,68 days 09:41:02
GLOBAL,69,1979-01-01 00:00:00+00:00,235,5 days 04:01:57
GLOBAL,70,1980-01-01 00:00:00+00:00,237,3 days 06:37:23.500000
GLOBAL,71,1981-01-01 00:00:00+00:00,159,3 days 08:23:38
GLOBAL,72,1982-01-01 00:00:00+00:00,178,5 days 02:55:01
GLOBAL,73,1983-01-01 00:00:00+00:00,146,1744 days 02:33:50
GLOBAL,74,1984-01-01 00:00:00+00:00,180,96 days 18:01:33
GLOBAL,75,1985-01-01 00:00:00+00:00,209,2 days 15:31:04
GLOBAL,76,1986-01-01 00:00:00+00:00,181,2 days 10:29:27
GLOBAL,77,1987-01-01 00:00:00+00:00,211,33 days 01:16:38.010000
GLOBAL,78,1988-01-01 00:00:00+00:00,233,65 days 09:04:03.500000
GLOBAL,79,1989-01-01 00:00:00+00:00,237,6 days 05:55:47
GLOBAL,80,1990-01-01 00:00:00+00:00,244,3 days 03:25:12
GLOBAL,81,1991-01-01 00:00:00+00:00,222,776 days 01:53:11.500000
GLOBAL,82,1992-01-01 00:00:00+00:00,240,3 days 04:37:37
GLOBAL,83,1993-01-01 00:00:00+00:00,296,81 days 10:43:59.200000
GLOBAL,84,1994-01-01 00:00:00+00:00,401,127 days 19:51:05.300000
GLOBAL,85,1995-01-01 00:00:00+00:00,1055,49 days 00:47:53.300000
GLOBAL,86,1996-01-01 00:00:00+00:00,802,40 days 17:58:39
GLOBAL,87,1997-01-01 00:00:00+00:00,1222,39 days 03:40:10.180000
GLOBAL,88,1998-01-01 00:00:00+00:00,1720,23 days 15:04:48
GLOBAL,89,1999-01-01 00:00:00+00:00,2734,31 days 20:34:58.260000
GLOBAL,90,2000-01-01 00:00:00+00:00,2674,33 days 04:12:58.380000
GLOBAL,91,2001-01-01 00:00:00+00:00,2994,77 days 12:57:52.420000
GLOBAL,92,2002-01-01 00:00:00+00:00,3062,759 days 21:19:26.950000
GLOBAL,93,2003-01-01 00:00:00+00:00,3768,49 days 03:12:43.150000
GLOBAL,94,2004-01-01 00:00:00+00:00,4064,164 days 06:00:23.740000
GLOBAL,95,2005-01-01 00:00:00+00:00,3930,56 days 12:46:18.280000
GLOBAL,96,2006-01-01 00:00:00+00:00,3577,130 days 03:22:19.750000
GLOBAL,97,2007-01-01 00:00:00+00:00,4134,125 days 22:28:59.500000
GLOBAL,98,2008-01-01 00:00:00+00:00,4665,215 days 01:15:07.900000
GLOBAL,99,2009-01-01 00:00:00+00:00,4394,149 days 12:55:22.400000
GLOBAL,100,2010-01-01 00:00:00+00:00,4158,1064 days 12:03:08.700000
GLOBAL,101,2011-01-01 00:00:00+00:00,4977,137 days 06:55:12.650000
GLOBAL,102,2012-01-01 00:00:00+00:00,7191,787 days 12:32:20.870000
GLOBAL,103,2013-01-01 00:00:00+00:00,6914,241 days 08:02:10.770000
GLOBAL,104,2014-01-01 00:00:00+00:00,2208,21 days 15:05:41.530000
